# http://www.sananalytics.com/lab/twitter-sentiment/

"Topic","Sentiment","TweetId","TweetDate","TweetText"
"apple","positive","126357982685569024","Tue Oct 18 18:04:25 +0000 2011","你好 ! Currently learning Mandarin for my upcoming trip to Hong Kong. I gotta hand it to @Apple iPhones & their uber useful flashcard apps  "
"apple","positive","126352268705538048","Tue Oct 18 17:41:43 +0000 2011","Come to the dark side 📱“@gretcheneclark: Hey @apple, if you send me a free iPhone, I will publicly and ceremoniously burn my #BlackBerry.”"
"apple","positive","126350302113824769","Tue Oct 18 17:33:54 +0000 2011","Hey @apple, if you send me a free iPhone (any version will do), I will publicly and ceremoniously burn my #BlackBerry."
"apple","positive","126349695676203009","Tue Oct 18 17:31:29 +0000 2011","Thank you @apple for Find My Mac - just located and wiped my stolen Air. #smallvictory #thievingbastards"
"apple","positive","126342268603998208","Tue Oct 18 17:01:58 +0000 2011","Thanks to @Apple Covent Garden #GeniusBar for replacing my MacBook keyboard/cracked wristpad during my lunch break today, out of warranty."
"apple","positive","126325800080392193","Tue Oct 18 15:56:32 +0000 2011","@DailyDealChat @apple Thanks!!"
"apple","positive","126324177501302784","Tue Oct 18 15:50:05 +0000 2011","iPads Replace Bound Playbooks on Some N.F.L. Teams http://t.co/2UXAWKwf @apple @nytimes"
"apple","positive","126323785145126912","Tue Oct 18 15:48:32 +0000 2011","@apple..good ipad"
"apple","positive","126322063332999169","Tue Oct 18 15:41:41 +0000 2011","@apple @siri is efffing amazing!!"
"apple","positive","126319186141130752","Tue Oct 18 15:30:15 +0000 2011","Amazing new @Apple iOs 5 feature.  http://t.co/jatFVfpM"
"apple","positive","126318009647235072","Tue Oct 18 15:25:35 +0000 2011","RT @TripLingo: We're one of a few ""Featured Education Apps"" on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z"
"apple","positive","126315223060709376","Tue Oct 18 15:14:30 +0000 2011","We're one of a few ""Featured Education Apps"" on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z"
"apple","positive","126315011600678913","Tue Oct 18 15:13:40 +0000 2011","When you want something done right, you do it yourself... or go to @Apple. AT&T you're useless these days. #yourdaysarenumbered

"
"apple","positive","126314687116750849","Tue Oct 18 15:12:22 +0000 2011","We did an unexpected workshop for the #iPhone4S at @apple yesterday and we got an awesome amount of info #notjustaboutthephone @gamerchik16"
"apple","positive","126312877916307458","Tue Oct 18 15:05:11 +0000 2011","&lt;3 #ios5 @apple"
"apple","positive","126311981564178432","Tue Oct 18 15:01:37 +0000 2011","---» RT @Apple No question bro. RT @AintEeenTrippin: Should I get dis iPhone or a EVO 3D?"
"apple","positive","126307801046847488","Tue Oct 18 14:45:01 +0000 2011","RT @imightbewrong: I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy.   : ..."
"apple","positive","126302673820594176","Tue Oct 18 14:24:38 +0000 2011","I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy.   :)  Way to go @Apple!"
"apple","positive","126301956951117826","Tue Oct 18 14:21:47 +0000 2011","@Twitter CEO points to @Apple as 'corporate mentor' as @iOS signups triple http://t.co/GCY8iphN"
"apple","positive","126287654093471745","Tue Oct 18 13:24:57 +0000 2011","At the bus with my iPhone ;) thxx @apple"
"apple","positive","126284506360578049","Tue Oct 18 13:12:27 +0000 2011","@azee1v1 @apple @umber AppStore is well done, so is iTunes on the mobile devices.  I was talking about desktop app."
"apple","positive","126263834968211456","Tue Oct 18 11:50:18 +0000 2011","NYTimes: Coach Wants to See You. And Bring Your iPad. http://t.co/J2FTiEnG #iPad @apple set red 42 red 42 hut hut @NFL wish I had an #iPad"
"apple","positive","126256230397259776","Tue Oct 18 11:20:05 +0000 2011","@apple @jilive @DanielPink: Apple sells 4 million iPhone 4S units in first weekend ... Steve Jobs brilliance lives on for ever! #iphone #RVA"
"apple","positive","126213333123743744","Tue Oct 18 08:29:38 +0000 2011","@blackberry is like the #Titanic and it seems everyone is running for the @apple #iPhone life rafts and there won't be enough for everyone!"
"apple","positive","126195522691280896","Tue Oct 18 07:18:51 +0000 2011","@bkad5161 than apologize to @apple ;)"
"apple","positive","126183339945234432","Tue Oct 18 06:30:27 +0000 2011","@Apple downloads of iOS 5 are proving popular with users  -- http://t.co/NSHLfiUX"
"apple","positive","126180209501286400","Tue Oct 18 06:18:01 +0000 2011","Lmfao look at the argument I had with Siri !!
@ijustine @apple http://t.co/D4VjL7SI"
"apple","positive","126164430546403328","Tue Oct 18 05:15:18 +0000 2011","Incredible: 4 million iPhone 4Ss in 3 days. 135% better than the iPhone 4 http://t.co/1FMJxTMM @apple #iphone4s"
"apple","positive","126148685737361408","Tue Oct 18 04:12:45 +0000 2011","Save me from #HP's unwanted OS! Help me buy an #iPhone! I have seen the light! #lol http://t.co/8gUP9Acz #backchannel @apple"
"apple","positive","126140794078892033","Tue Oct 18 03:41:23 +0000 2011","Well @apple fixed my #ios5 battery drain problem with a replacement iPhone 4 -- it's working like a champ now"
"apple","positive","126134400466419712","Tue Oct 18 03:15:59 +0000 2011","Currently ordering a BRAND NEW MACBOOK PRO!!! Bahhh... my MacBook is 5 years old. I'll miss it. But it's time. cc: @Apple -"
"apple","positive","126130991365500928","Tue Oct 18 03:02:26 +0000 2011","you are so blessed. @apple"
"apple","positive","126116898051076096","Tue Oct 18 02:06:26 +0000 2011","#Siri now knows who my dad, mom, brother and girlfriend is.  Thanks @apple"
"apple","positive","126116614495154176","Tue Oct 18 02:05:18 +0000 2011","Well at least the @apple store has amazing call waiting music! #need4s"
"apple","positive","126112836219973632","Tue Oct 18 01:50:17 +0000 2011","#sweet... #apple replaced my glass #probono. thank you @apple"
"apple","positive","126107965991297024","Tue Oct 18 01:30:56 +0000 2011","Not Bad! @Apple Sells Over 4 Million #IPhones in Debut Weekend - Bloomberg http://t.co/AVSl3ygU - #smartphone #sm RT @VinodRad"
"apple","positive","126104732426186752","Tue Oct 18 01:18:05 +0000 2011","loving new technology from @apple iPhone 4s, mac air and iCloud are unreal #technology"
"apple","positive","126097426493878272","Tue Oct 18 00:49:03 +0000 2011","I'm loving this new IOS5 update :) @apple"
"apple","positive","126095744531832832","Tue Oct 18 00:42:22 +0000 2011","Another mention for Apple Store: http://t.co/fiIOApKt - RT @floridamike Once again getting great customer service from the @apple store ..."
"apple","positive","126084907343691776","Mon Oct 17 23:59:19 +0000 2011","Time to go get my iPhone 4s.  Looking forward to sticking it to the man by no longer paying for most texts.  Thanks @apple."
"apple","positive","126079414986485761","Mon Oct 17 23:37:29 +0000 2011","hey @apple I hate my computer i need a #mack wanna send me a free one."
"apple","positive","126076743613284354","Mon Oct 17 23:26:52 +0000 2011","Thank you @apple. My new gf(iphone4s) is great!  She does everything!"
"apple","positive","126076238375817216","Mon Oct 17 23:24:52 +0000 2011","#iCloud set up was flawless and works like a champ! To the Cloud @Apple"
"apple","positive","126075534894571520","Mon Oct 17 23:22:04 +0000 2011","@Wisconsin_Mommy @Apple I'd totally email the company... I always get great service at our @Apple store!"
"apple","positive","126064519943426048","Mon Oct 17 22:38:18 +0000 2011","@apple loving the new IOS5 upgrade for the iPhone!"
"apple","positive","126063569660936193","Mon Oct 17 22:34:31 +0000 2011","The nice @apple tech support guy fixed my iTouch =D"
"apple","positive","126063358037340161","Mon Oct 17 22:33:41 +0000 2011","Once again getting great customer service from the @apple store at millenia mall."
"apple","positive","126059405941809152","Mon Oct 17 22:17:59 +0000 2011","Is it just me or is #iOS5 faster for the iPad? @apple"
"apple","positive","126059399319003136","Mon Oct 17 22:17:57 +0000 2011","I love our @apple imac even though I haven't seen my hubby in 3 days now! #geek"
"apple","positive","126057030996852737","Mon Oct 17 22:08:32 +0000 2011","making the switch from @Android to @Apple #iphone #iphone4S #smartphone #stevejobs (@ Apple Store) http://t.co/kj6pJvkH"
"apple","positive","126049183865114624","Mon Oct 17 21:37:21 +0000 2011","So THANKFUL for the incredible people @apple for going above and beyond and offering to and replacing my  water-damaged Macbook Pro!!! Wow!"
"apple","positive","126040352237961217","Mon Oct 17 21:02:16 +0000 2011","New macbook is too sick @apple"
"apple","positive","126040074595999746","Mon Oct 17 21:01:10 +0000 2011","Play on ma man. Loving the camera in the #iphone4s. Well done @apple  #fb http://t.co/tmdFqRe1"
"apple","positive","126034495991328768","Mon Oct 17 20:39:00 +0000 2011","So yeah... @apple #iOS5 #readinglists have changed my life. #nowicanspendevenmoretimeonmyphone."
"apple","positive","126026756623831041","Mon Oct 17 20:08:14 +0000 2011","@Apple Safari Reader owns the worldwide web"
"apple","positive","126019393460244481","Mon Oct 17 19:38:59 +0000 2011","I love @apple service . My case has cracked 3x and I go in and they hand me a case and I walk out"
"apple","positive","126015087386431488","Mon Oct 17 19:21:52 +0000 2011","#10twitterpeopleiwouldliketomeet 
@coollike @TheGadgetShow  @thelittleappkid @Jon4Lakers @BenRubery @Apple @twitter @FXhomeHitFilm  (-2)"
"apple","positive","126009748020658177","Mon Oct 17 19:00:39 +0000 2011","Said to have laid out the next 4 years @apple.Jobs last iPhone is 2012 not the iPhone4S. iPhone(4G/5) 2012 is magical! http://t.co/DxxklUBp"
"apple","positive","126008369562652672","Mon Oct 17 18:55:11 +0000 2011","Kind of excited. On my way to my last class right now and then going to the @Apple store, so buy #MacOSC Snow Leopard and Lion :-)"
"apple","positive","126002597063696384","Mon Oct 17 18:32:14 +0000 2011","i used to be with @blackberry over 4-5yrs .. after all the disruptions and lost gigs thx to their service im moving to @apple #iphone"
"apple","positive","125999676972470272","Mon Oct 17 18:20:38 +0000 2011","Apple sells 4 million iPhones in 3 days @apple keep doing what you are doing, because you are doing it well! http://t.co/ZZc6bE0w"
"apple","positive","125995158679461888","Mon Oct 17 18:02:41 +0000 2011","Yessss! I'm lovin the iPhone update especially the slide down bar at top of screen =) good job @Apple."
"apple","positive","125978568726560768","Mon Oct 17 16:56:46 +0000 2011","4 millions in a weekend, 16 #iPhone4S per second. This is madness?! no, this is @Apple !!!"
"apple","positive","125974505385500672","Mon Oct 17 16:40:37 +0000 2011",".@apple you got me. I'm now invested. MacBook Pro next year. Time to get on selling more of my #android gear"
"apple","positive","125960325437722624","Mon Oct 17 15:44:16 +0000 2011","@iancollinsuk @apple I like what you did there...!"
"apple","positive","125959059957485569","Mon Oct 17 15:39:14 +0000 2011","I just sent my grandma a post card using my #CardsApp thanks @Apple"
"apple","positive","125947912306954240","Mon Oct 17 14:54:56 +0000 2011","@KostaTsetsekas @apple Putting it in the wash is kind of the equivalent to ""Will it blend?"" Glad to hear it's still alive."
"apple","positive","125947232359948288","Mon Oct 17 14:52:14 +0000 2011","Laundering Ari's iPhone not my finest moment. But after drying in bag of (organic :-) rice for 4 days it booted up!!!!!!!!!!! @apple"
"apple","positive","125943290288803841","Mon Oct 17 14:36:34 +0000 2011","Bravo, @Apple! http://t.co/BgoTzj7K"
"apple","positive","125940394566483968","Mon Oct 17 14:25:04 +0000 2011","God Bless @YouTube, @apple for  #appletv & our bad ass system. LOVING #PrincessOfChina. GB to @coldplay & @rihanna too :)"
"apple","positive","125925618486489088","Mon Oct 17 13:26:21 +0000 2011","Been off twitter for a few days as I smashed my iPhone but @apple were very nice and gave me a new one :)"
"apple","positive","125924446430183425","Mon Oct 17 13:21:42 +0000 2011","Thank you @Apple iOS 5 for email pop up on the lock screen and opening it when unlocking."
"apple","positive","125922999651139584","Mon Oct 17 13:15:57 +0000 2011","One word - #wow. RT @jldavid iPhone 4S First Weekend Sales Top Four Million: http://t.co/Zx5Pw0GT (via @apple)"
"apple","positive","125909565031198720","Mon Oct 17 12:22:34 +0000 2011","This good here iPhone will do me VERY well today. Thanks to the gods that are @apple."
"apple","positive","125902301931126785","Mon Oct 17 11:53:42 +0000 2011","RT @MN2NOVA: Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple"
"apple","positive","125901202591461376","Mon Oct 17 11:49:20 +0000 2011","Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple"
"apple","positive","125900497327636480","Mon Oct 17 11:46:32 +0000 2011","Love #ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! @apple #lovemyiphone"
"apple","positive","125898611572740097","Mon Oct 17 11:39:02 +0000 2011","Updated my iOS and started using cloud services. Pretty bad ass @apple my #iPhone 3GS still the champ."
"apple","positive","125850288488841217","Mon Oct 17 08:27:01 +0000 2011","Gone for a run, beautiful morning , man do I love iOS 5 @apple, #iPhone"
"apple","positive","125840039031738368","Mon Oct 17 07:46:17 +0000 2011","@apple your simply the best."
"apple","positive","125794931439702016","Mon Oct 17 04:47:03 +0000 2011","I must admit @apple has made me a very happy camper! I have text tones now! Lol! Ring tone: #MakeMeProud Drakes vers! Text tone: Nicki's"
"apple","positive","125728717942161408","Mon Oct 17 00:23:56 +0000 2011","Day305, I'm thankful for the great customer service received today from @Apple via phone CS, new phone on the way #365daysofgratefulness"
"apple","positive","125727629012770816","Mon Oct 17 00:19:37 +0000 2011","S/O to @apple for replacing my phone for free"
"apple","positive","125722746100531200","Mon Oct 17 00:00:13 +0000 2011","Loving the new iPod update @apple"
"apple","positive","125717622728818688","Sun Oct 16 23:39:51 +0000 2011","@alexlindsay My wife upgraded her iPhone 4. I think Siri alone is worth the upgrade. Looking forward to @Apple continuing to enhance Siri."
"apple","positive","125714253452812288","Sun Oct 16 23:26:28 +0000 2011","RT @tomkeene Thx @instagram Thx @apple #hypo #D-76 #tri-x http://t.co/BPPJwncp"
"apple","positive","125713935344214016","Sun Oct 16 23:25:12 +0000 2011","@SteveJobs being honored tonite @Apple...A truly great loss to the world.He will so be missed"
"apple","positive","125712433087123456","Sun Oct 16 23:19:14 +0000 2011","Thx @instagram Thx @apple #hypo #D-76 #tri-x http://t.co/D7EeJHBT"
"apple","positive","125708639607599104","Sun Oct 16 23:04:09 +0000 2011","Loving my new #iPhone4S thanks @apple for #ios5"
"apple","positive","125706813583798274","Sun Oct 16 22:56:54 +0000 2011","i love this. so much. thank you @apple.  http://t.co/Ui8lOEzX"
"apple","positive","125701161926930433","Sun Oct 16 22:34:27 +0000 2011","@apple the iPhone 4s is great #genius"
"apple","positive","125699573799845888","Sun Oct 16 22:28:08 +0000 2011","@apple Cards app notifies me the card I sent has arrived at local post office and should be delivered today... Sunday. Truly is #magic."
"apple","positive","125688922410975232","Sun Oct 16 21:45:48 +0000 2011","Love my new I0S5 @Apple updates. Just when I think it can't get any better somehow it simplifies my life more. That's right-it's an Apple."
"apple","positive","125681742760771584","Sun Oct 16 21:17:17 +0000 2011","@apple Siri is amazing"
"apple","positive","125680049478316032","Sun Oct 16 21:10:33 +0000 2011","@rygurl you need an @apple iphone4S with Siri!"
"apple","positive","125677424565424128","Sun Oct 16 21:00:07 +0000 2011","Meet #Siri, your new iPhone butler. Click the link and be amazed by all it can do: http://t.co/lvfFdCEL @Apple"
"apple","positive","125673004511412224","Sun Oct 16 20:42:33 +0000 2011","just my man @apple store in @schaumburg, whoops!!!!😁"
"apple","positive","125667241978114048","Sun Oct 16 20:19:39 +0000 2011","So, I am using my work PC (NEVER EVER) to get a feel for it; it has the worst speakers ever!! @apple you have spoiled me!! #imamac"
"apple","positive","125664375364255744","Sun Oct 16 20:08:17 +0000 2011","I ♥ @Apple http://t.co/a8on3IAa"
"apple","positive","125662399217930240","Sun Oct 16 20:00:25 +0000 2011","@apple just got the new iOS5 upgrade with iMessage...good luck surviving now @BlackBerry"
"apple","positive","125652668080336896","Sun Oct 16 19:21:45 +0000 2011","Loving #iOS5 !! #awesome @Apple"
"apple","positive","125648027045199873","Sun Oct 16 19:03:18 +0000 2011","RT @MattyRiesz: @kathrynyee You were right, an iPhone is a must have. #addicted {WELCOME TO THE @APPLE CLUB}"
"apple","positive","125645258003464192","Sun Oct 16 18:52:18 +0000 2011","Thank you @apple for your innovations. Exhibit A: Guy playing with Facetime instead of watching game at sports bar. http://t.co/oU7K39ge"
"apple","positive","125643107260829697","Sun Oct 16 18:43:45 +0000 2011","@blackberry boo hiss!............@apple wuhu!!!!!!!! When will my berry powered technology actually work??"
"apple","positive","125633677597229056","Sun Oct 16 18:06:17 +0000 2011","@apple by far the best iPod and first time iPhone ever.... Good job guys"
"apple","positive","125633065757310976","Sun Oct 16 18:03:51 +0000 2011","Thank you Steve @apple store 5th av. http://t.co/nSAisriP"
"apple","positive","125628199269961729","Sun Oct 16 17:44:31 +0000 2011","@Apple's Siri is witchcraft.  What's next @googleresearch. 2 yr lead lost?"
"apple","positive","125623745284018176","Sun Oct 16 17:26:49 +0000 2011","@Apple iOS 5 is sweet! Notifications, phone search covers mail now, wifi sync, iCloud backup and integrated Twitter are all well done."
"apple","positive","125618466353983488","Sun Oct 16 17:05:50 +0000 2011","RT @katebetts: Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t. ..."
"apple","positive","125610372727193601","Sun Oct 16 16:33:41 +0000 2011","Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t.co/Kniz452s"
"apple","positive","125608381431025664","Sun Oct 16 16:25:47 +0000 2011","I &lt;3 @apple http://t.co/ondXWpEr"
"apple","positive","125596541028282369","Sun Oct 16 15:38:43 +0000 2011","Welcome to the twitter world @MarkStuver. This is due to #iOS5 and @apple thanks guys."
"apple","positive","125585606100267008","Sun Oct 16 14:55:16 +0000 2011","Impressive service @apple genius bar metro centre. Power cable replaced free n booked in for screen replacement for free :- D"
"apple","positive","125562428200202240","Sun Oct 16 13:23:10 +0000 2011","RT @deb_lavoy: the nice guy at the @apple store replaced my phone gratis when I showed him the hairline  crack on the screen. thanks @apple"
"apple","positive","125561950376701952","Sun Oct 16 13:21:16 +0000 2011","the nice guy at the @apple store replaced my phone gratis when I showed him the hairline  crack on the screen. thanks @apple"
"apple","positive","125550135911518209","Sun Oct 16 12:34:19 +0000 2011","My iPhone 4S battery lasted longer than a day. That hasn't happened since my edge iPhone. Nice job, @apple."
"apple","positive","125547297072357376","Sun Oct 16 12:23:02 +0000 2011","It would have taken me 15 mins to write this with my #Blackberry. Thank u @Apple 4s for converting me and showing me the grass is greener!"
"apple","positive","125539788546781185","Sun Oct 16 11:53:12 +0000 2011","RT @herahussain: @RickySinghPT got a new backside for my eye phone! V impressed with @apple"
"apple","positive","125537993942515712","Sun Oct 16 11:46:04 +0000 2011","@RickySinghPT got a new backside for my eye phone! V impressed with @apple"
"apple","positive","125537578974851072","Sun Oct 16 11:44:25 +0000 2011","#iPhone 4S in Space http://t.co/jINNHVwz this is amazing #creative @apple your products inspire people to do unbelievable things"
"apple","positive","125524107386302465","Sun Oct 16 10:50:53 +0000 2011","Thank you @apple for making my iPad 2 feel like new again with your new iOS 5!"
"apple","positive","125523414298533888","Sun Oct 16 10:48:08 +0000 2011","_ibertaddigital.tv/ iPad a briliant SteveJobs produck ,http://t.co/00ohfLY6
@Apple present... http://t.co/DBbWSDpx"
"apple","positive","125501576952553472","Sun Oct 16 09:21:22 +0000 2011","Using my awsome iPad... I love it. I love my MacBook too and my iPod. It's all amazing! I love @apple"
"apple","positive","125501281753251840","Sun Oct 16 09:20:11 +0000 2011","@apple iOS 5 upgrade done ...... Much better feature..... Few more feature required"
"apple","positive","125495491701125120","Sun Oct 16 08:57:11 +0000 2011","New iOS 5 update is THE BEST. iloveyou @apple"
"apple","positive","125459338524499969","Sun Oct 16 06:33:31 +0000 2011","Finally got my iPhone 4S, thanks @Apple. Stupid @att. Learned my lesson."
"apple","positive","125455260801179648","Sun Oct 16 06:17:19 +0000 2011","I absolutely love my iPhone 4S. Thank you, Steve and @apple."
"apple","positive","125423290767507456","Sun Oct 16 04:10:17 +0000 2011","@apple - you have invented a product that actually gets my brother to call my parents when he gets where he's going. Amazing. #siri #ipod4s"
"apple","positive","125416879035658240","Sun Oct 16 03:44:48 +0000 2011","dammit, listening to siri is making me want to upgrade. well played @apple."
"apple","positive","125407532893224962","Sun Oct 16 03:07:40 +0000 2011","Create new folders from within your photo album in #iOS5, finally!! Thanks @Apple, that's been a thorn in my side for a while. #newfeature"
"apple","positive","125402636764712960","Sun Oct 16 02:48:13 +0000 2011","Video card on @Kimaris workstation died after just six months. So long @hp. Hello @apple."
"apple","positive","125402412147146752","Sun Oct 16 02:47:19 +0000 2011","@Blackberry & @Facebook U R really about to make me throw this @Blackberry in the trash an get an @Apple iPhone! @Facebook upload issues!"
"apple","positive","125393816470568961","Sun Oct 16 02:13:10 +0000 2011","#iOS5 update submitted to @apple! Thanks for all the support!"
"apple","positive","125356807626559488","Sat Oct 15 23:46:06 +0000 2011","Awesome service from the @apple store in pc. Thanks chris!"
"apple","positive","125343429289984000","Sat Oct 15 22:52:56 +0000 2011","RT @To1ne: .@apple thanks for fixing this... http://t.co/wTj1ogDO"
"apple","positive","125338216411828224","Sat Oct 15 22:32:14 +0000 2011","I am crazy about #iOS5 . The photo cropping is the best! @apple"
"apple","positive","125333598197911552","Sat Oct 15 22:13:53 +0000 2011",".@apple thanks for fixing this... http://t.co/wTj1ogDO"
"apple","positive","125330595302744064","Sat Oct 15 22:01:57 +0000 2011","Hell yes!!! Got my contacts back!!  Thanks @apple"
"apple","positive","125319163366473728","Sat Oct 15 21:16:31 +0000 2011","RT @SawyerHartman: I FU*KING LOVE YOU @APPLE this phone is the best thing ever !! SIRI = BEST THING EVER MADE"
"apple","positive","125313088160411649","Sat Oct 15 20:52:23 +0000 2011","@apple has changed life."
"apple","positive","125309946723188736","Sat Oct 15 20:39:54 +0000 2011","Mad props to the @apple employee that didn't charge me to replace the back plate on my iPhone! Made my day!"
"apple","positive","125281706327552001","Sat Oct 15 18:47:41 +0000 2011","@jonsibley Actually, the @Apple  mouse is pretty sweet man."
"apple","positive","125279987254300672","Sat Oct 15 18:40:51 +0000 2011","The #iphone4s is  amazing. Siri's voice recognition is absolutely a step above previous attempts. Bravo @apple"
"apple","positive","125264731035537409","Sat Oct 15 17:40:13 +0000 2011","Finally got the @apple IPhone thanks to @sprint getting with the times"
"apple","positive","125256305647693825","Sat Oct 15 17:06:45 +0000 2011","#iOs5 is nice and as it had to be ! Thanks @Apple"
"apple","positive","125252188065902592","Sat Oct 15 16:50:23 +0000 2011","Good support fm Kevin @apple #Bellevue store 4 biz customers TY!"
"apple","positive","125243911538098176","Sat Oct 15 16:17:30 +0000 2011","Just downloaded IOS 5. It's better than I expected! #thankyou @apple"
"apple","positive","125238017299451905","Sat Oct 15 15:54:04 +0000 2011","@Apple: Siri is amazing!!! I'm in love!"
"apple","positive","125165176772247552","Sat Oct 15 11:04:38 +0000 2011","Love love love iOS 5!! @apple"
"apple","negative","126418790706712576","Tue Oct 18 22:06:03 +0000 2011","RT @cjwallace03: So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. W ..."
"apple","negative","126417285559762944","Tue Oct 18 22:00:04 +0000 2011","RT @Jewelz2611 @mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp.."
"apple","negative","126416915664084992","Tue Oct 18 21:58:36 +0000 2011","@mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp.."
"apple","negative","126416109212680192","Tue Oct 18 21:55:23 +0000 2011","THiS IS WHAT WiLL KiLL APPLE http://t.co/72Jw4z5c RiP @APPLE"
"apple","negative","126411162622496768","Tue Oct 18 21:35:44 +0000 2011","@apple why my tunes no go on my iPhone? iPhone lonely without them. silly #iOS5"
"apple","negative","126410591949697024","Tue Oct 18 21:33:28 +0000 2011","@apple needs to hurry up and release #iTunesMatch"
"apple","negative","126409696553861121","Tue Oct 18 21:29:54 +0000 2011","Why is  #Siri always down @apple"
"apple","negative","126408864387182593","Tue Oct 18 21:26:36 +0000 2011","I just need to exchange a cord at the apple store why do I have to wait for a genius? @apple"
"apple","negative","126408052525105153","Tue Oct 18 21:23:22 +0000 2011","@apple AirDrop #fail - Immediate ""declined your request."" every time"
"apple","negative","126407767132078082","Tue Oct 18 21:22:14 +0000 2011","good article about why @apple fucked it all up with lion and their future. http://t.co/zNDP9Vr6 #fb"
"apple","negative","126405405667627008","Tue Oct 18 21:12:51 +0000 2011","RT @radlerc: Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s"
"apple","negative","126405185630253056","Tue Oct 18 21:11:59 +0000 2011","Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s"
"apple","negative","126405040809312256","Tue Oct 18 21:11:24 +0000 2011","The one #iphone feature still missing since @apple first showed it.. Contacts pictures on the contacts list! Simple yet 5 major updates miss"
"apple","negative","126400637930979329","Tue Oct 18 20:53:55 +0000 2011","Asked siri is she dreams of electric sleep. Was disappointed that she didn't have a snippy answer.  Missed opportunity @apple"
"apple","negative","126394680903614465","Tue Oct 18 20:30:14 +0000 2011","@paulens It surprises me that @Apple throws up an error alert about authorizing, and there's no ""Authorize this computer"" button."
"apple","negative","126393717421645825","Tue Oct 18 20:26:25 +0000 2011","@Lisa_Marie1987 shhhh. the evil sith lords @apple may hear you ha!"
"apple","negative","126393204550537216","Tue Oct 18 20:24:22 +0000 2011","FUCK YOU @apple DIE IN A FUCKING BLAZE INFERNO."
